t_id,tipo
5215,Carta al editor
800,Carta al editor
8824,Carta al editor
8367,Carta al editor
6622,Carta al editor
4246,Carta al editor
5849,Carta al editor
5772,Carta al editor
605,Carta al editor
9397,Carta al editor
193,Carta al editor
6210,Carta al editor
1845,Carta al editor
9428,Carta al editor
2189,Carta al editor
2627,Carta al editor
2912,Carta al editor
2018,Carta al editor
1224,Carta al editor
5623,Carta al editor
5606,Carta al editor
9780,Carta al editor
1983,Carta al editor
1742,Carta al editor
10420,Carta al editor
1902,Carta al editor
9723,Carta al editor
8396,Carta al editor
7221,Carta al editor
8596,Carta al editor
2266,Carta al editor
8927,Carta al editor
926,Carta al editor
74,Carta al editor
5081,Carta al editor
2911,Carta al editor
493,Carta al editor
9118,Carta al editor
3046,Carta al editor
3680,Carta al editor
2951,Carta al editor
4779,Carta al editor
981,Carta al editor
6244,Carta al editor
305,Carta al editor
3508,Carta al editor
3156,Carta al editor
3626,Carta al editor
4582,Carta al editor
2081,Carta al editor
4909,Carta al editor
8136,Carta al editor
6180,Carta al editor
5109,Carta al editor
10546,Carta al editor
858,Carta al editor
6211,Carta al editor
413,Carta al editor
9155,Carta al editor
2221,Carta al editor
3933,Carta al editor
4544,Carta al editor
5121,Carta al editor
10205,Carta al editor
6490,Carta al editor
5019,Carta al editor
3762,Carta al editor
3017,Carta al editor
5773,Carta al editor
2510,Carta al editor
887,Carta al editor
9590,Carta al editor
9287,Carta al editor
3029,Carta al editor
773,Carta al editor
178,Carta al editor
2179,Carta al editor
9162,Carta al editor
1193,Carta al editor
7193,Carta al editor
2928,Carta al editor
6615,Carta al editor
5273,Carta al editor
379,Carta al editor
4426,Carta al editor
375,Carta al editor
10492,Carta al editor
2869,Carta al editor
5127,Carta al editor
323,Carta al editor
5630,Carta al editor
4485,Carta al editor
1617,Carta al editor
5043,Carta al editor
4200,Carta al editor
856,Carta al editor
8153,Carta al editor
784,Carta al editor
2635,Carta al editor
34,Carta al editor
4760,Carta al editor
3783,Carta al editor
2824,Carta al editor
3832,Carta al editor
4131,Carta al editor
3289,Carta al editor
3639,Carta al editor
3478,Carta al editor
10269,Carta al editor
6927,Carta al editor
6104,Carta al editor
1913,Carta al editor
1620,Carta al editor
6072,Carta al editor
10409,Carta al editor
3505,Carta al editor
5139,Carta al editor
8687,Carta al editor
7528,Carta al editor
3562,Carta al editor
2862,Carta al editor
2610,Carta al editor
2288,Carta al editor
3294,Carta al editor
9632,Carta al editor
4022,Carta al editor
6705,Carta al editor
4168,Carta al editor
75,Carta al editor
4584,Carta al editor
7003,Carta al editor
615,Carta al editor
7055,Carta al editor
4664,Carta al editor
9752,Carta al editor
2504,Carta al editor
878,Carta al editor
4210,Carta al editor
8117,Carta al editor
9539,Carta al editor
8419,Carta al editor
5436,Carta al editor
3850,Carta al editor
5393,Carta al editor
2233,Carta al editor
6470,Carta al editor
4138,Carta al editor
4822,Carta al editor
2990,Carta al editor
2398,Carta al editor
7597,Carta al editor
4081,Carta al editor
6518,Carta al editor
7763,Carta al editor
1119,Carta al editor
7419,Carta al editor
8774,Carta al editor
622,Carta al editor
10062,Carta al editor
3449,Carta al editor
6883,Carta al editor
3188,Carta al editor
4101,Carta al editor
579,Carta al editor
2511,Carta al editor
4973,Carta al editor
6150,Carta al editor
8672,Carta al editor
9065,Carta al editor
1741,Carta al editor
2668,Carta al editor
5193,Carta al editor
7279,Carta al editor
8719,Carta al editor
1928,Carta al editor
642,Carta al editor
4575,Carta al editor
4846,Carta al editor
7045,Carta al editor
5729,Carta al editor
3395,Carta al editor
7536,Carta al editor
1191,Carta al editor
2886,Carta al editor
1234,Carta al editor
7539,Carta al editor
2984,Carta al editor
2555,Carta al editor
5972,Carta al editor
5372,Carta al editor
765,Carta al editor
3157,Carta al editor
786,Carta al editor
2409,Carta al editor
7619,Carta al editor
3674,Carta al editor
3973,Carta al editor
1378,Carta al editor
6846,Carta al editor
4389,Carta al editor
7770,Carta al editor
7321,Carta al editor
3464,Carta al editor
3110,Carta al editor
3344,Carta al editor
282,Carta al editor
5086,Carta al editor
1493,Carta al editor
176,Carta al editor
10140,Carta al editor
4960,Carta al editor
6536,Carta al editor
5916,Carta al editor
6284,Carta al editor
745,Carta al editor
1866,Carta al editor
7655,Carta al editor
3185,Carta al editor
6365,Carta al editor
3458,Carta al editor
6438,Carta al editor
7043,Carta al editor
5766,Carta al editor
7931,Carta al editor
9832,Carta al editor
7570,Carta al editor
6713,Carta al editor
4227,Carta al editor
9509,Carta al editor
9016,Entrevista
587,Entrevista
9403,Entrevista
3627,Entrevista
3363,Entrevista
8988,Entrevista
5040,Entrevista
8767,Entrevista
4865,Entrevista
667,Entrevista
5199,Entrevista
1809,Entrevista
6810,Entrevista
4411,Entrevista
1610,Entrevista
5926,Entrevista
10021,Entrevista
317,Entrevista
9453,Entrevista
9444,Entrevista
7529,Entrevista
7701,Entrevista
8552,Entrevista
5551,Entrevista
4088,Entrevista
5413,Entrevista
6551,Entrevista
3821,Entrevista
10,Entrevista
7305,Entrevista
2593,Entrevista
837,Entrevista
1783,Entrevista
1802,Entrevista
4327,Entrevista
5673,Entrevista
402,Entrevista
2863,Entrevista
6017,Entrevista
3788,Entrevista
2938,Entrevista
4686,Entrevista
7330,Entrevista
668,Entrevista
7854,Entrevista
469,Entrevista
4567,Entrevista
5560,Entrevista
9185,Entrevista
3826,Entrevista
1437,Entrevista
7294,Entrevista
3105,Entrevista
8366,Entrevista
7395,Entrevista
3415,Entrevista
5235,Entrevista
6674,Entrevista
7658,Entrevista
8572,Entrevista
4767,Entrevista
8472,Entrevista
2351,Entrevista
9839,Entrevista
4565,Entrevista
7878,Entrevista
2518,Entrevista
189,Entrevista
8343,Entrevista
3830,Entrevista
6654,Entrevista
1975,Entrevista
8663,Entrevista
628,Entrevista
5426,Entrevista
4439,Entrevista
8078,Entrevista
7092,Entrevista
3986,Entrevista
197,Entrevista
7382,Entrevista
4385,Entrevista
1071,Entrevista
1805,Entrevista
4264,Entrevista
3969,Entrevista
7111,Entrevista
684,Entrevista
5810,Entrevista
2110,Entrevista
7087,Entrevista
2664,Entrevista
4593,Entrevista
3285,Entrevista
5705,Entrevista
2347,Entrevista
3509,Entrevista
1716,Entrevista
4928,Entrevista
680,Entrevista
9334,Entrevista
1125,Entrevista
5066,Entrevista
4972,Entrevista
8708,Entrevista
7467,Entrevista
5216,Entrevista
5807,Entrevista
8237,Entrevista
3132,Entrevista
9170,Entrevista
2412,Entrevista
4481,Entrevista
4448,Entrevista
307,Entrevista
272,Entrevista
1549,Entrevista
1384,Entrevista
298,Entrevista
7328,Entrevista
4940,Entrevista
2887,Entrevista
3387,Entrevista
5158,Entrevista
8758,Entrevista
6330,Entrevista
10540,Entrevista
6604,Entrevista
4785,Entrevista
816,Entrevista
7083,Entrevista
6453,Entrevista
1852,Entrevista
2895,Entrevista
9363,Entrevista
6411,Entrevista
6156,Entrevista
4329,Entrevista
4172,Entrevista
9466,Entrevista
3216,Entrevista
4800,Entrevista
6259,Entrevista
5435,Entrevista
5348,Entrevista
4032,Entrevista
4622,Entrevista
7840,Entrevista
9846,Entrevista
850,Entrevista
1906,Entrevista
537,Entrevista
3396,Entrevista
1335,Entrevista
1495,Entrevista
3361,Entrevista
6580,Entrevista
3016,Entrevista
2265,Entrevista
2148,Entrevista
3245,Entrevista
1228,Entrevista
4212,Entrevista
4645,Entrevista
2374,Entrevista
1521,Entrevista
1698,Entrevista
9109,Entrevista
6053,Entrevista
5251,Entrevista
3583,Entrevista
8770,Entrevista
9952,Entrevista
4066,Entrevista
5679,Entrevista
4447,Entrevista
3261,Entrevista
10178,Entrevista
3290,Entrevista
1183,Entrevista
10049,Entrevista
6848,Entrevista
9897,Entrevista
3588,Entrevista
2563,Entrevista
3621,Entrevista
2734,Entrevista
1350,Entrevista
3439,Entrevista
2490,Entrevista
920,Entrevista
10475,Entrevista
1209,Entrevista
782,Entrevista
474,Entrevista
7143,Entrevista
1995,Entrevista
7568,Entrevista
4941,Entrevista
7726,Entrevista
6930,Entrevista
1587,Entrevista
4598,Entrevista
595,Entrevista
4057,Entrevista
10505,Entrevista
2495,Entrevista
9331,Entrevista
5022,Entrevista
7,Entrevista
5033,Entrevista
1336,Entrevista
5166,Entrevista
6569,Entrevista
8792,Entrevista
338,Entrevista
1692,Entrevista
5504,Entrevista
1646,Entrevista
3646,Entrevista
7085,Entrevista
10157,Entrevista
6935,Entrevista
2747,Entrevista
3027,Reportaje
5530,Reportaje
4500,Reportaje
8357,Reportaje
172,Reportaje
7757,Reportaje
1255,Reportaje
658,Reportaje
4808,Reportaje
2968,Reportaje
6801,Reportaje
9961,Reportaje
5184,Reportaje
8146,Reportaje
5061,Reportaje
2551,Reportaje
2057,Reportaje
2570,Reportaje
5223,Reportaje
3140,Reportaje
10518,Reportaje
9307,Reportaje
9640,Reportaje
10442,Reportaje
188,Reportaje
821,Reportaje
6220,Reportaje
819,Reportaje
1604,Reportaje
6752,Reportaje
10133,Reportaje
2987,Reportaje
4126,Reportaje
1059,Reportaje
5682,Reportaje
8594,Reportaje
6837,Reportaje
9701,Reportaje
3168,Reportaje
5484,Reportaje
4587,Reportaje
497,Reportaje
5089,Reportaje
5538,Reportaje
5590,Reportaje
4306,Reportaje
7210,Reportaje
2797,Reportaje
4030,Reportaje
5113,Reportaje
2434,Reportaje
3991,Reportaje
9824,Reportaje
2611,Reportaje
973,Reportaje
3317,Reportaje
9227,Reportaje
6813,Reportaje
4116,Reportaje
9276,Reportaje
967,Reportaje
6780,Reportaje
9617,Reportaje
9702,Reportaje
1133,Reportaje
2953,Reportaje
4999,Reportaje
277,Reportaje
3019,Reportaje
2583,Reportaje
2356,Reportaje
8838,Reportaje
365,Reportaje
4657,Reportaje
5619,Reportaje
1134,Reportaje
3644,Reportaje
3741,Reportaje
1279,Reportaje
10089,Reportaje
5344,Reportaje
606,Reportaje
10079,Reportaje
5,Reportaje
6677,Reportaje
1596,Reportaje
4898,Reportaje
8704,Reportaje
7586,Reportaje
8664,Reportaje
477,Reportaje
6275,Reportaje
5710,Reportaje
2831,Reportaje
487,Reportaje
2942,Reportaje
633,Reportaje
7488,Reportaje
4937,Reportaje
2533,Reportaje
10496,Reportaje
1238,Reportaje
2692,Reportaje
6027,Reportaje
167,Reportaje
5747,Reportaje
8745,Reportaje
5371,Reportaje
5041,Reportaje
8028,Reportaje
1427,Reportaje
5243,Reportaje
24,Reportaje
1963,Reportaje
7152,Reportaje
6098,Reportaje
9056,Reportaje
4491,Reportaje
2382,Reportaje
5175,Reportaje
9222,Reportaje
1217,Reportaje
6266,Reportaje
8953,Reportaje
5887,Reportaje
6994,Reportaje
566,Reportaje
4183,Reportaje
10057,Reportaje
3884,Reportaje
3670,Reportaje
4700,Reportaje
5774,Reportaje
5646,Reportaje
2399,Reportaje
5421,Reportaje
4947,Reportaje
5433,Reportaje
2773,Reportaje
1161,Reportaje
7845,Reportaje
919,Reportaje
4560,Reportaje
9368,Reportaje
3232,Reportaje
6764,Reportaje
4231,Reportaje
4025,Reportaje
10068,Reportaje
4827,Reportaje
4018,Reportaje
2550,Reportaje
6121,Reportaje
7020,Reportaje
8609,Reportaje
4005,Reportaje
5094,Reportaje
3385,Reportaje
1774,Reportaje
7427,Reportaje
5178,Reportaje
4105,Reportaje
99,Reportaje
9990,Reportaje
5245,Reportaje
2771,Reportaje
9878,Reportaje
8143,Reportaje
5936,Reportaje
3668,Reportaje
7057,Reportaje
2847,Reportaje
466,Reportaje
1254,Reportaje
2125,Reportaje
4343,Reportaje
7413,Reportaje
8058,Reportaje
2566,Reportaje
5004,Reportaje
35,Reportaje
1872,Reportaje
1710,Reportaje
4141,Reportaje
105,Reportaje
3432,Reportaje
9786,Reportaje
3628,Reportaje
5172,Reportaje
8935,Reportaje
8511,Reportaje
306,Reportaje
4888,Reportaje
6684,Reportaje
2013,Reportaje
9988,Reportaje
4766,Reportaje
857,Reportaje
4319,Reportaje
3490,Reportaje
913,Reportaje
4513,Reportaje
3392,Reportaje
848,Reportaje
120,Reportaje
575,Reportaje
220,Reportaje
3753,Reportaje
10553,Reportaje
10182,Reportaje
4345,Reportaje
2379,Reportaje
1256,Reportaje
2520,Reportaje
2827,Reportaje
3732,Reportaje
4444,Reportaje
3431,Reportaje
10440,Reportaje
9513,Reportaje
7479,Reportaje
2114,Reportaje
2,Reportaje
1144,Reportaje
5633,Reportaje
2227,Reportaje
7307,Reportaje
4442,Reportaje
8946,Reportaje
1076,Reportaje
2575,Reportaje
2446,Reportaje
6652,Reportaje
5594,Reportaje
4152,Reportaje
2020,Reportaje
125,Reportaje
4978,Reportaje
2191,Reportaje
872,Reportaje
4310,Reportaje
8503,Reportaje
4902,Reportaje
4189,Reportaje
2819,Reportaje
3976,Reportaje
483,Reportaje
4655,Reportaje
9051,Reportaje
8476,Crónica
3255,Crónica
10427,Crónica
6809,Crónica
2802,Crónica
3138,Crónica
3700,Crónica
3872,Crónica
9948,Crónica
3326,Crónica
3866,Crónica
2840,Crónica
2463,Crónica
4107,Crónica
5244,Crónica
3888,Crónica
3146,Crónica
4489,Crónica
1376,Crónica
1510,Crónica
4020,Crónica
1784,Crónica
4147,Crónica
10314,Crónica
2822,Crónica
781,Crónica
1722,Crónica
1479,Crónica
1171,Crónica
4431,Crónica
9968,Crónica
5114,Crónica
9835,Crónica
1723,Crónica
1612,Crónica
2005,Crónica
4050,Crónica
7217,Crónica
6633,Crónica
1994,Crónica
911,Crónica
7823,Crónica
5142,Crónica
736,Crónica
8181,Crónica
322,Crónica
4842,Crónica
2421,Crónica
1791,Crónica
5176,Crónica
1280,Crónica
1980,Crónica
1126,Crónica
8715,Crónica
2948,Crónica
1406,Crónica
3454,Crónica
4451,Crónica
6683,Crónica
2047,Crónica
9165,Crónica
6997,Crónica
2784,Crónica
6066,Crónica
5323,Crónica
8960,Crónica
3218,Crónica
9473,Crónica
3927,Crónica
783,Crónica
3136,Crónica
5448,Crónica
14,Crónica
9679,Crónica
4526,Crónica
2868,Crónica
6341,Crónica
1892,Crónica
9937,Crónica
6660,Crónica
3309,Crónica
170,Crónica
3051,Crónica
8689,Crónica
160,Crónica
947,Crónica
7125,Crónica
5979,Crónica
9894,Crónica
807,Crónica
2701,Crónica
6,Crónica
4363,Crónica
581,Crónica
6762,Crónica
2617,Crónica
9501,Crónica
1887,Crónica
1560,Crónica
7026,Crónica
10126,Crónica
2108,Crónica
7735,Crónica
1176,Crónica
1010,Crónica
6264,Crónica
3268,Crónica
7501,Crónica
8751,Crónica
358,Crónica
10193,Crónica
1505,Crónica
1839,Crónica
6914,Crónica
5739,Crónica
3414,Crónica
2983,Crónica
6812,Crónica
435,Crónica
7751,Crónica
3238,Crónica
4656,Crónica
8012,Crónica
1582,Crónica
4302,Crónica
5493,Crónica
7144,Crónica
1366,Crónica
6681,Crónica
3689,Crónica
4160,Crónica
950,Crónica
2816,Crónica
2542,Crónica
9667,Crónica
1288,Crónica
3372,Crónica
9321,Crónica
6019,Crónica
7346,Crónica
10209,Crónica
7397,Crónica
2286,Crónica
4792,Crónica
3624,Crónica
6876,Crónica
5052,Crónica
4685,Crónica
2244,Crónica
3109,Crónica
1319,Crónica
4278,Crónica
3055,Crónica
695,Crónica
1982,Crónica
9989,Crónica
2282,Crónica
54,Crónica
6544,Crónica
1123,Crónica
6805,Crónica
1148,Crónica
4312,Crónica
5882,Crónica
2793,Crónica
2686,Crónica
8698,Crónica
4103,Crónica
9399,Crónica
2612,Crónica
7602,Crónica
1946,Crónica
6951,Crónica
6855,Crónica
5469,Crónica
1145,Crónica
5242,Crónica
1074,Crónica
1333,Crónica
2549,Crónica
4977,Crónica
3685,Crónica
1009,Crónica
3352,Crónica
5218,Crónica
2872,Crónica
879,Crónica
978,Crónica
6685,Crónica
1327,Crónica
7819,Crónica
9128,Crónica
6162,Crónica
2479,Crónica
6306,Crónica
5771,Crónica
3699,Crónica
325,Crónica
7320,Crónica
2915,Crónica
835,Crónica
7505,Crónica
7184,Crónica
1666,Crónica
10551,Crónica
3371,Crónica
5550,Crónica
4191,Crónica
376,Crónica
1202,Crónica
5271,Crónica
3797,Crónica
6200,Crónica
532,Crónica
2782,Crónica
4903,Crónica
3735,Crónica
1243,Crónica
7632,Crónica
1651,Crónica
4253,Crónica
3609,Crónica
5713,Crónica
2476,Crónica
2739,Crónica
1040,Crónica
8893,Crónica
4420,Crónica
10311,Crónica
8333,Crónica
9672,Crónica
1314,Crónica
10465,Crónica
6817,Crónica
9452,Crónica
10430,Crónica
2944,Crónica
6823,Crónica
2299,Crónica
886,Crónica
9224,Crónica
2294,Crónica
5902,Crónica
3473,Crónica
1814,Crónica
1163,Crónica
2512,Crónica
4333,Crónica
2720,Crónica
6187,Crónica
10413,Crónica
4613,Crónica
4694,Crónica
8141,Crónica
10142,Noticia de última hora
7341,Noticia de última hora
7041,Noticia de última hora
7623,Noticia de última hora
7737,Noticia de última hora
10348,Noticia de última hora
6155,Noticia de última hora
9757,Noticia de última hora
7277,Noticia de última hora
909,Noticia de última hora
6646,Noticia de última hora
8212,Noticia de última hora
6197,Noticia de última hora
6061,Noticia de última hora
7744,Noticia de última hora
7049,Noticia de última hora
7801,Noticia de última hora
8290,Noticia de última hora
5316,Noticia de última hora
8685,Noticia de última hora
7362,Noticia de última hora
10122,Noticia de última hora
8013,Noticia de última hora
8122,Noticia de última hora
6350,Noticia de última hora
6408,Noticia de última hora
6920,Noticia de última hora
7628,Noticia de última hora
7711,Noticia de última hora
7661,Noticia de última hora
8210,Noticia de última hora
9239,Noticia de última hora
9557,Noticia de última hora
8142,Noticia de última hora
6176,Noticia de última hora
9402,Noticia de última hora
6948,Noticia de última hora
9991,Noticia de última hora
10555,Noticia de última hora
5918,Noticia de última hora
6058,Noticia de última hora
4713,Noticia de última hora
8428,Noticia de última hora
10357,Noticia de última hora
10257,Noticia de última hora
10048,Noticia de última hora
7815,Noticia de última hora
10203,Noticia de última hora
9953,Noticia de última hora
9625,Noticia de última hora
6872,Noticia de última hora
8643,Noticia de última hora
6316,Noticia de última hora
6327,Noticia de última hora
6442,Noticia de última hora
6862,Noticia de última hora
6871,Noticia de última hora
9283,Noticia de última hora
9508,Noticia de última hora
3474,Noticia de última hora
8197,Noticia de última hora
5575,Noticia de última hora
8114,Noticia de última hora
10246,Noticia de última hora
7338,Noticia de última hora
6391,Noticia de última hora
9340,Noticia de última hora
8145,Noticia de última hora
7928,Noticia de última hora
6135,Noticia de última hora
3103,Noticia de última hora
8521,Noticia de última hora
7119,Noticia de última hora
7771,Noticia de última hora
10454,Noticia de última hora
9814,Noticia de última hora
6429,Noticia de última hora
9825,Noticia de última hora
7713,Noticia de última hora
6995,Noticia de última hora
2845,Noticia de última hora
9251,Noticia de última hora
6170,Noticia de última hora
9769,Noticia de última hora
4359,Noticia de última hora
5305,Noticia de última hora
5434,Noticia de última hora
6665,Noticia de última hora
743,Noticia de última hora
9554,Noticia de última hora
8925,Noticia de última hora
6299,Noticia de última hora
9560,Noticia de última hora
8133,Noticia de última hora
1786,Noticia de última hora
5685,Noticia de última hora
6917,Noticia de última hora
10250,Noticia de última hora
2619,Noticia de última hora
9749,Noticia de última hora
5869,Noticia de última hora
9696,Noticia de última hora
9390,Noticia de última hora
8614,Noticia de última hora
8088,Noticia de última hora
